no	month	temperature	precipitation	station	country	latitude	NS	longitude	WE	altitude
3209	10	6.9	NA	ジロビン_ベラルーシ	ベラルーシ	52.89	N	30.04	E	NA
3209	11	1.5	NA	ジロビン_ベラルーシ	ベラルーシ	52.89	N	30.04	E	NA
3209	12	-2.6	NA	ジロビン_ベラルーシ	ベラルーシ	52.89	N	30.04	E	NA
3210	1	-4.5	45.9	スルツク_ベラルーシ	ベラルーシ	53.05	N	27.55	E	NA
3210	2	-3.6	36.7	スルツク_ベラルーシ	ベラルーシ	53.05	N	27.55	E	NA
3210	3	1.2	35.5	スルツク_ベラルーシ	ベラルーシ	53.05	N	27.55	E	NA
3210	4	8	34.4	スルツク_ベラルーシ	ベラルーシ	53.05	N	27.55	E	NA
3210	5	14	71.2	スルツク_ベラルーシ	ベラルーシ	53.05	N	27.55	E	NA
3210	6	17.3	78.6	スルツク_ベラルーシ	ベラルーシ	53.05	N	27.55	E	NA
3210	7	19.4	89.9	スルツク_ベラルーシ	ベラルーシ	53.05	N	27.55	E	NA
3210	8	18.6	72.4	スルツク_ベラルーシ	ベラルーシ	53.05	N	27.55	E	NA
3210	9	13.4	39.8	スルツク_ベラルーシ	ベラルーシ	53.05	N	27.55	E	NA
3210	10	7.3	57	スルツク_ベラルーシ	ベラルーシ	53.05	N	27.55	E	NA
3210	11	2.6	43.7	スルツク_ベラルーシ	ベラルーシ	53.05	N	27.55	E	NA
3210	12	-1.9	44.9	スルツク_ベラルーシ	ベラルーシ	53.05	N	27.55	E	NA
3211	1	-4.7	NA	セノ_ベラルーシ	ベラルーシ	54.8	N	29.69	E	NA
3211	2	-5.2	NA	セノ_ベラルーシ	ベラルーシ	54.8	N	29.69	E	NA
3211	3	-0.4	NA	セノ_ベラルーシ	ベラルーシ	54.8	N	29.69	E	NA
3211	4	7.3	NA	セノ_ベラルーシ	ベラルーシ	54.8	N	29.69	E	NA
3211	5	12.9	NA	セノ_ベラルーシ	ベラルーシ	54.8	N	29.69	E	NA
3211	6	16.5	NA	セノ_ベラルーシ	ベラルーシ	54.8	N	29.69	E	NA
3211	7	18.9	NA	セノ_ベラルーシ	ベラルーシ	54.8	N	29.69	E	NA
3211	8	17.6	NA	セノ_ベラルーシ	ベラルーシ	54.8	N	29.69	E	NA
3211	9	11.9	NA	セノ_ベラルーシ	ベラルーシ	54.8	N	29.69	E	NA
3211	10	6.2	NA	セノ_ベラルーシ	ベラルーシ	54.8	N	29.69	E	NA
3211	11	0.7	NA	セノ_ベラルーシ	ベラルーシ	54.8	N	29.69	E	NA
3211	12	-3.6	NA	セノ_ベラルーシ	ベラルーシ	54.8	N	29.69	E	NA
3212	1	-4.7	NA	ドクシツィ_ベラルーシ	ベラルーシ	54.89	N	27.76	E	NA
3212	2	-4.6	NA	ドクシツィ_ベラルーシ	ベラルーシ	54.89	N	27.76	E	NA
3212	3	-0.4	NA	ドクシツィ_ベラルーシ	ベラルーシ	54.89	N	27.76	E	NA
3212	4	6.8	NA	ドクシツィ_ベラルーシ	ベラルーシ	54.89	N	27.76	E	NA
3212	5	12.2	NA	ドクシツィ_ベラルーシ	ベラルーシ	54.89	N	27.76	E	NA
3212	6	15.6	NA	ドクシツィ_ベラルーシ	ベラルーシ	54.89	N	27.76	E	NA
3212	7	18.1	NA	ドクシツィ_ベラルーシ	ベラルーシ	54.89	N	27.76	E	NA
3212	8	16.8	NA	ドクシツィ_ベラルーシ	ベラルーシ	54.89	N	27.76	E	NA
3212	9	11.5	NA	ドクシツィ_ベラルーシ	ベラルーシ	54.89	N	27.76	E	NA
3212	10	5.9	NA	ドクシツィ_ベラルーシ	ベラルーシ	54.89	N	27.76	E	NA
3212	11	1	NA	ドクシツィ_ベラルーシ	ベラルーシ	54.89	N	27.76	E	NA
3212	12	-2.8	NA	ドクシツィ_ベラルーシ	ベラルーシ	54.89	N	27.76	E	NA
3213	1	-4.5	46.5	ドリッサ_ベラルーシ	ベラルーシ	55.82	N	27.94	E	NA
3213	2	-4.5	38.6	ドリッサ_ベラルーシ	ベラルーシ	55.82	N	27.94	E	NA
3213	3	-0.1	33.6	ドリッサ_ベラルーシ	ベラルーシ	55.82	N	27.94	E	NA
3213	4	6.9	32.9	ドリッサ_ベラルーシ	ベラルーシ	55.82	N	27.94	E	NA
3213	5	12.5	63.4	ドリッサ_ベラルーシ	ベラルーシ	55.82	N	27.94	E	NA
3213	6	16.1	76.9	ドリッサ_ベラルーシ	ベラルーシ	55.82	N	27.94	E	NA
3213	7	18.2	83	ドリッサ_ベラルーシ	ベラルーシ	55.82	N	27.94	E	NA
3213	8	17	76.5	ドリッサ_ベラルーシ	ベラルーシ	55.82	N	27.94	E	NA
3213	9	12	54.7	ドリッサ_ベラルーシ	ベラルーシ	55.82	N	27.94	E	NA
3213	10	6.2	60.8	ドリッサ_ベラルーシ	ベラルーシ	55.82	N	27.94	E	NA
3213	11	1.1	53	ドリッサ_ベラルーシ	ベラルーシ	55.82	N	27.94	E	NA
3213	12	-2.6	44.4	ドリッサ_ベラルーシ	ベラルーシ	55.82	N	27.94	E	NA
3214	1	-4.4	NA	バブルイスク_ベラルーシ	ベラルーシ	53.21	N	29.13	E	NA
3214	2	-3.8	NA	バブルイスク_ベラルーシ	ベラルーシ	53.21	N	29.13	E	NA
3214	3	0.7	NA	バブルイスク_ベラルーシ	ベラルーシ	53.21	N	29.13	E	NA
3214	4	7.7	NA	バブルイスク_ベラルーシ	ベラルーシ	53.21	N	29.13	E	NA
3214	5	13.4	NA	バブルイスク_ベラルーシ	ベラルーシ	53.21	N	29.13	E	NA
3214	6	16.5	NA	バブルイスク_ベラルーシ	ベラルーシ	53.21	N	29.13	E	NA
3214	7	18.9	NA	バブルイスク_ベラルーシ	ベラルーシ	53.21	N	29.13	E	NA
3214	8	17.6	NA	バブルイスク_ベラルーシ	ベラルーシ	53.21	N	29.13	E	NA
3214	9	12.2	NA	バブルイスク_ベラルーシ	ベラルーシ	53.21	N	29.13	E	NA
3214	10	6.4	NA	バブルイスク_ベラルーシ	ベラルーシ	53.21	N	29.13	E	NA
3214	11	1.3	NA	バブルイスク_ベラルーシ	ベラルーシ	53.21	N	29.13	E	NA
3214	12	-2.9	NA	バブルイスク_ベラルーシ	ベラルーシ	53.21	N	29.13	E	NA
3215	1	-5.3	57.3	ビツェプスク_ベラルーシ	ベラルーシ	55.25	N	30.25	E	NA
3215	2	-4.5	50.8	ビツェプスク_ベラルーシ	ベラルーシ	55.25	N	30.25	E	NA
3215	3	0	43.8	ビツェプスク_ベラルーシ	ベラルーシ	55.25	N	30.25	E	NA
3215	4	7.4	39	ビツェプスク_ベラルーシ	ベラルーシ	55.25	N	30.25	E	NA
3215	5	13.5	63.6	ビツェプスク_ベラルーシ	ベラルーシ	55.25	N	30.25	E	NA
3215	6	17.3	75.2	ビツェプスク_ベラルーシ	ベラルーシ	55.25	N	30.25	E	NA
3215	7	19.1	94.5	ビツェプスク_ベラルーシ	ベラルーシ	55.25	N	30.25	E	NA
3215	8	17.8	77.7	ビツェプスク_ベラルーシ	ベラルーシ	55.25	N	30.25	E	NA
3215	9	12.4	56.1	ビツェプスク_ベラルーシ	ベラルーシ	55.25	N	30.25	E	NA
3215	10	6.5	69	ビツェプスク_ベラルーシ	ベラルーシ	55.25	N	30.25	E	NA
3215	11	1.1	60.7	ビツェプスク_ベラルーシ	ベラルーシ	55.25	N	30.25	E	NA
3215	12	-3	57.5	ビツェプスク_ベラルーシ	ベラルーシ	55.25	N	30.25	E	NA
3216	1	-3	41.2	ピンスク_ベラルーシ	ベラルーシ	52.12	N	26.11	E	NA
3216	2	-2	32.5	ピンスク_ベラルーシ	ベラルーシ	52.12	N	26.11	E	NA
3216	3	2.2	34.6	ピンスク_ベラルーシ	ベラルーシ	52.12	N	26.11	E	NA
3216	4	9.1	34	ピンスク_ベラルーシ	ベラルーシ	52.12	N	26.11	E	NA
3216	5	14.6	63.1	ピンスク_ベラルーシ	ベラルーシ	52.12	N	26.11	E	NA
3216	6	18	75.2	ピンスク_ベラルーシ	ベラルーシ	52.12	N	26.11	E	NA
3216	7	19.9	97.6	ピンスク_ベラルーシ	ベラルーシ	52.12	N	26.11	E	NA
3216	8	19	49	ピンスク_ベラルーシ	ベラルーシ	52.12	N	26.11	E	NA
3216	9	13.7	52.8	ピンスク_ベラルーシ	ベラルーシ	52.12	N	26.11	E	NA
3216	10	8	50.4	ピンスク_ベラルーシ	ベラルーシ	52.12	N	26.11	E	NA
3216	11	2.7	43.9	ピンスク_ベラルーシ	ベラルーシ	52.12	N	26.11	E	NA
3216	12	-1.6	44.2	ピンスク_ベラルーシ	ベラルーシ	52.12	N	26.11	E	NA
3217	1	-3.2	31.2	フロドゥナ_ベラルーシ	ベラルーシ	53.6	N	24.06	E	NA
3217	2	-2.4	28.5	フロドゥナ_ベラルーシ	ベラルーシ	53.6	N	24.06	E	NA
3217	3	1.5	30.7	フロドゥナ_ベラルーシ	ベラルーシ	53.6	N	24.06	E	NA
3217	4	7.9	33.6	フロドゥナ_ベラルーシ	ベラルーシ	53.6	N	24.06	E	NA
3217	5	13.2	54	フロドゥナ_ベラルーシ	ベラルーシ	53.6	N	24.06	E	NA
3217	6	16.6	60.6	フロドゥナ_ベラルーシ	ベラルーシ	53.6	N	24.06	E	NA
3217	7	18.8	79.2	フロドゥナ_ベラルーシ	ベラルーシ	53.6	N	24.06	E	NA
3217	8	18.1	56.8	フロドゥナ_ベラルーシ	ベラルーシ	53.6	N	24.06	E	NA
3217	9	13	42.1	フロドゥナ_ベラルーシ	ベラルーシ	53.6	N	24.06	E	NA
3217	10	7.4	41.6	フロドゥナ_ベラルーシ	ベラルーシ	53.6	N	24.06	E	NA
3217	11	2.5	38.9	フロドゥナ_ベラルーシ	ベラルーシ	53.6	N	24.06	E	NA
3217	12	-1.5	36.9	フロドゥナ_ベラルーシ	ベラルーシ	53.6	N	24.06	E	NA
3218	1	-2.3	34.6	ブレスト_ベラルーシ	ベラルーシ	52.12	N	23.69	E	NA
3218	2	-1.2	34.8	ブレスト_ベラルーシ	ベラルーシ	52.12	N	23.69	E	NA
3218	3	2.8	32.1	ブレスト_ベラルーシ	ベラルーシ	52.12	N	23.69	E	NA
3218	4	9.2	37.8	ブレスト_ベラルーシ	ベラルーシ	52.12	N	23.69	E	NA
3218	5	14.5	66.5	ブレスト_ベラルーシ	ベラルーシ	52.12	N	23.69	E	NA
3218	6	18	69.4	ブレスト_ベラルーシ	ベラルーシ	52.12	N	23.69	E	NA
3218	7	19.9	86.6	ブレスト_ベラルーシ	ベラルーシ	52.12	N	23.69	E	NA
3218	8	19.2	61.6	ブレスト_ベラルーシ	ベラルーシ	52.12	N	23.69	E	NA
3218	9	14	53.8	ブレスト_ベラルーシ	ベラルーシ	52.12	N	23.69	E	NA
3218	10	8.4	41.8	ブレスト_ベラルーシ	ベラルーシ	52.12	N	23.69	E	NA
3218	11	3.5	38.9	ブレスト_ベラルーシ	ベラルーシ	52.12	N	23.69	E	NA
3218	12	-0.8	39.2	ブレスト_ベラルーシ	ベラルーシ	52.12	N	23.69	E	NA
3219	1	-4.4	NA	ベレジノ_ベラルーシ	ベラルーシ	53.83	N	29	E	NA
3219	2	-3.8	NA	ベレジノ_ベラルーシ	ベラルーシ	53.83	N	29	E	NA
3219	3	0.7	NA	ベレジノ_ベラルーシ	ベラルーシ	53.83	N	29	E	NA
3219	4	7.8	NA	ベレジノ_ベラルーシ	ベラルーシ	53.83	N	29	E	NA
3219	5	13.4	NA	ベレジノ_ベラルーシ	ベラルーシ	53.83	N	29	E	NA
3219	6	16.7	NA	ベレジノ_ベラルーシ	ベラルーシ	53.83	N	29	E	NA
3219	7	19	NA	ベレジノ_ベラルーシ	ベラルーシ	53.83	N	29	E	NA
3219	8	17.7	NA	ベレジノ_ベラルーシ	ベラルーシ	53.83	N	29	E	NA
3219	9	12	NA	ベレジノ_ベラルーシ	ベラルーシ	53.83	N	29	E	NA
3219	10	6.2	NA	ベレジノ_ベラルーシ	ベラルーシ	53.83	N	29	E	NA
3219	11	1.2	NA	ベレジノ_ベラルーシ	ベラルーシ	53.83	N	29	E	NA
3219	12	-2.8	NA	ベレジノ_ベラルーシ	ベラルーシ	53.83	N	29	E	NA
3220	1	-4.2	36.4	ホメリ_ベラルーシ	ベラルーシ	52.4	N	30.96	E	NA
3220	2	-3.5	36.8	ホメリ_ベラルーシ	ベラルーシ	52.4	N	30.96	E	NA
3220	3	1.3	36	ホメリ_ベラルーシ	ベラルーシ	52.4	N	30.96	E	NA
3220	4	9	35.5	ホメリ_ベラルーシ	ベラルーシ	52.4	N	30.96	E	NA
3220	5	15	65.4	ホメリ_ベラルーシ	ベラルーシ	52.4	N	30.96	E	NA
3220	6	18.6	70.7	ホメリ_ベラルーシ	ベラルーシ	52.4	N	30.96	E	NA
3220	7	20.4	100.3	ホメリ_ベラルーシ	ベラルーシ	52.4	N	30.96	E	NA
3220	8	19.3	59.7	ホメリ_ベラルーシ	ベラルーシ	52.4	N	30.96	E	NA
3220	9	13.7	48.8	ホメリ_ベラルーシ	ベラルーシ	52.4	N	30.96	E	NA
3220	10	7.4	56	ホメリ_ベラルーシ	ベラルーシ	52.4	N	30.96	E	NA
3220	11	1.6	45.2	ホメリ_ベラルーシ	ベラルーシ	52.4	N	30.96	E	NA
3220	12	-2.7	44.9	ホメリ_ベラルーシ	ベラルーシ	52.4	N	30.96	E	NA
3221	1	-4.5	NA	ポラツク_ベラルーシ	ベラルーシ	55.47	N	28.75	E	NA
3221	2	-4.4	NA	ポラツク_ベラルーシ	ベラルーシ	55.47	N	28.75	E	NA
3221	3	0.1	NA	ポラツク_ベラルーシ	ベラルーシ	55.47	N	28.75	E	NA
3221	4	7	NA	ポラツク_ベラルーシ	ベラルーシ	55.47	N	28.75	E	NA
3221	5	12.6	NA	ポラツク_ベラルーシ	ベラルーシ	55.47	N	28.75	E	NA
3221	6	16.3	NA	ポラツク_ベラルーシ	ベラルーシ	55.47	N	28.75	E	NA
3221	7	18.4	NA	ポラツク_ベラルーシ	ベラルーシ	55.47	N	28.75	E	NA
3221	8	17.2	NA	ポラツク_ベラルーシ	ベラルーシ	55.47	N	28.75	E	NA
3221	9	12	NA	ポラツク_ベラルーシ	ベラルーシ	55.47	N	28.75	E	NA
3221	10	6.1	NA	ポラツク_ベラルーシ	ベラルーシ	55.47	N	28.75	E	NA
3221	11	1	NA	ポラツク_ベラルーシ	ベラルーシ	55.47	N	28.75	E	NA
3221	12	-2.7	NA	ポラツク_ベラルーシ	ベラルーシ	55.47	N	28.75	E	NA
3222	1	-4.3	47.4	マズイル_ベラルーシ	ベラルーシ	52.04	N	29.19	E	NA
3222	2	-3.2	42.6	マズイル_ベラルーシ	ベラルーシ	52.04	N	29.19	E	NA
3222	3	1.9	45	マズイル_ベラルーシ	ベラルーシ	52.04	N	29.19	E	NA
3222	4	9.1	35.3	マズイル_ベラルーシ	ベラルーシ	52.04	N	29.19	E	NA
3222	5	15.2	70.9	マズイル_ベラルーシ	ベラルーシ	52.04	N	29.19	E	NA
3222	6	18.6	62.4	マズイル_ベラルーシ	ベラルーシ	52.04	N	29.19	E	NA
3222	7	20.5	108.3	マズイル_ベラルーシ	ベラルーシ	52.04	N	29.19	E	NA
3222	8	19.5	60.4	マズイル_ベラルーシ	ベラルーシ	52.04	N	29.19	E	NA
3222	9	14.2	42	マズイル_ベラルーシ	ベラルーシ	52.04	N	29.19	E	NA
3222	10	7.8	62.3	マズイル_ベラルーシ	ベラルーシ	52.04	N	29.19	E	NA
3222	11	2.6	45.3	マズイル_ベラルーシ	ベラルーシ	52.04	N	29.19	E	NA
3222	12	-2.1	47.9	マズイル_ベラルーシ	ベラルーシ	52.04	N	29.19	E	NA
3223	1	-5.2	42.4	マヒリョフ_ベラルーシ	ベラルーシ	53.96	N	30.1	E	NA
3223	2	-4.9	38.4	マヒリョフ_ベラルーシ	ベラルーシ	53.96	N	30.1	E	NA
3223	3	-0.3	37.3	マヒリョフ_ベラルーシ	ベラルーシ	53.96	N	30.1	E	NA
3223	4	7.3	43.1	マヒリョフ_ベラルーシ	ベラルーシ	53.96	N	30.1	E	NA
3223	5	13.2	59.1	マヒリョフ_ベラルーシ	ベラルーシ	53.96	N	30.1	E	NA
3223	6	16.6	64.4	マヒリョフ_ベラルーシ	ベラルーシ	53.96	N	30.1	E	NA
3223	7	18.8	93.1	マヒリョフ_ベラルーシ	ベラルーシ	53.96	N	30.1	E	NA
3223	8	17.6	65	マヒリョフ_ベラルーシ	ベラルーシ	53.96	N	30.1	E	NA
3223	9	12.2	46.2	マヒリョフ_ベラルーシ	ベラルーシ	53.96	N	30.1	E	NA
3223	10	6	55.8	マヒリョフ_ベラルーシ	ベラルーシ	53.96	N	30.1	E	NA
3223	11	0.5	48.3	マヒリョフ_ベラルーシ	ベラルーシ	53.96	N	30.1	E	NA
3223	12	-3.6	42.4	マヒリョフ_ベラルーシ	ベラルーシ	53.96	N	30.1	E	NA
3224	1	-4.3	NA	マリナゴルカ_ベラルーシ	ベラルーシ	53.49	N	28.14	E	NA
3224	2	-3.6	NA	マリナゴルカ_ベラルーシ	ベラルーシ	53.49	N	28.14	E	NA
3224	3	0.9	NA	マリナゴルカ_ベラルーシ	ベラルーシ	53.49	N	28.14	E	NA
3224	4	8.1	NA	マリナゴルカ_ベラルーシ	ベラルーシ	53.49	N	28.14	E	NA
3224	5	13.4	NA	マリナゴルカ_ベラルーシ	ベラルーシ	53.49	N	28.14	E	NA
3224	6	16.7	NA	マリナゴルカ_ベラルーシ	ベラルーシ	53.49	N	28.14	E	NA
3224	7	19	NA	マリナゴルカ_ベラルーシ	ベラルーシ	53.49	N	28.14	E	NA
3224	8	18	NA	マリナゴルカ_ベラルーシ	ベラルーシ	53.49	N	28.14	E	NA
3224	9	12.4	NA	マリナゴルカ_ベラルーシ	ベラルーシ	53.49	N	28.14	E	NA
3224	10	6.4	NA	マリナゴルカ_ベラルーシ	ベラルーシ	53.49	N	28.14	E	NA
3224	11	1.4	NA	マリナゴルカ_ベラルーシ	ベラルーシ	53.49	N	28.14	E	NA
3224	12	-2.7	NA	マリナゴルカ_ベラルーシ	ベラルーシ	53.49	N	28.14	E	NA
3225	1	-4.2	46.6	ミンスク_ベラルーシ	ベラルーシ	53.93	N	27.64	E	NA
3225	2	-3.6	39.5	ミンスク_ベラルーシ	ベラルーシ	53.93	N	27.64	E	NA
3225	3	0.7	41.7	ミンスク_ベラルーシ	ベラルーシ	53.93	N	27.64	E	NA
3225	4	7.6	43	ミンスク_ベラルーシ	ベラルーシ	53.93	N	27.64	E	NA
3225	5	13.4	66.2	ミンスク_ベラルーシ	ベラルーシ	53.93	N	27.64	E	NA
3225	6	17.1	78	ミンスク_ベラルーシ	ベラルーシ	53.93	N	27.64	E	NA
3225	7	19.1	97.1	ミンスク_ベラルーシ	ベラルーシ	53.93	N	27.64	E	NA
3225	8	18.2	69.9	ミンスク_ベラルーシ	ベラルーシ	53.93	N	27.64	E	NA
3225	9	12.7	52	ミンスク_ベラルーシ	ベラルーシ	53.93	N	27.64	E	NA
3225	10	6.7	55.6	ミンスク_ベラルーシ	ベラルーシ	53.93	N	27.64	E	NA
3225	11	1.4	49.8	ミンスク_ベラルーシ	ベラルーシ	53.93	N	27.64	E	NA
3225	12	-2.4	46.1	ミンスク_ベラルーシ	ベラルーシ	53.93	N	27.64	E	NA
3226	1	-4.4	NA	ルイントゥプイ_ベラルーシ	ベラルーシ	55.05	N	26.31	E	NA
3226	2	-4.1	NA	ルイントゥプイ_ベラルーシ	ベラルーシ	55.05	N	26.31	E	NA
3226	3	-0.1	NA	ルイントゥプイ_ベラルーシ	ベラルーシ	55.05	N	26.31	E	NA
3226	4	6.7	NA	ルイントゥプイ_ベラルーシ	ベラルーシ	55.05	N	26.31	E	NA
3226	5	12	NA	ルイントゥプイ_ベラルーシ	ベラルーシ	55.05	N	26.31	E	NA
3226	6	15.1	NA	ルイントゥプイ_ベラルーシ	ベラルーシ	55.05	N	26.31	E	NA
3226	7	17.8	NA	ルイントゥプイ_ベラルーシ	ベラルーシ	55.05	N	26.31	E	NA
3226	8	16.5	NA	ルイントゥプイ_ベラルーシ	ベラルーシ	55.05	N	26.31	E	NA
3226	9	11.4	NA	ルイントゥプイ_ベラルーシ	ベラルーシ	55.05	N	26.31	E	NA
3226	10	5.8	NA	ルイントゥプイ_ベラルーシ	ベラルーシ	55.05	N	26.31	E	NA
3226	11	1.2	NA	ルイントゥプイ_ベラルーシ	ベラルーシ	55.05	N	26.31	E	NA
3226	12	-2.6	NA	ルイントゥプイ_ベラルーシ	ベラルーシ	55.05	N	26.31	E	NA
3227	1	0.4	72.3	サラエボ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.87	N	18.43	E	630
3227	2	2.2	68.8	サラエボ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.87	N	18.43	E	630
3227	3	6	70.2	サラエボ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.87	N	18.43	E	630
3227	4	10.4	76.2	サラエボ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.87	N	18.43	E	630
3227	5	14.8	94.9	サラエボ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.87	N	18.43	E	630
3227	6	18.6	91.1	サラエボ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.87	N	18.43	E	630
3227	7	20.5	79.8	サラエボ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.87	N	18.43	E	630
3227	8	20.6	64	サラエボ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.87	N	18.43	E	630
3227	9	15.8	88.2	サラエボ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.87	N	18.43	E	630
3227	10	11.3	90.8	サラエボ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.87	N	18.43	E	630
3227	11	6.3	79.4	サラエボ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.87	N	18.43	E	630
3227	12	1.1	81.4	サラエボ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.87	N	18.43	E	630
3228	1	1.2	57.3	トゥズラ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.55	N	18.7	E	305
3228	2	3.1	58.4	トゥズラ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.55	N	18.7	E	305
3228	3	7.7	72.1	トゥズラ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.55	N	18.7	E	305
3228	4	12.6	73.6	トゥズラ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.55	N	18.7	E	305
3228	5	16.9	130.1	トゥズラ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.55	N	18.7	E	305
3228	6	20.8	110.3	トゥズラ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.55	N	18.7	E	305
3228	7	22.6	83.3	トゥズラ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.55	N	18.7	E	305
3228	8	22.9	77.1	トゥズラ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.55	N	18.7	E	305
3228	9	17.7	62.5	トゥズラ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.55	N	18.7	E	305
3228	10	12.6	73.8	トゥズラ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.55	N	18.7	E	305
3228	11	7.6	56.8	トゥズラ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.55	N	18.7	E	305
3228	12	2.1	66.3	トゥズラ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.55	N	18.7	E	305
3229	1	1.9	72.1	バニャルカ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.78	N	17.22	E	153
3229	2	3.4	73.1	バニャルカ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.78	N	17.22	E	153
3229	3	7.7	79.6	バニャルカ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.78	N	17.22	E	153
3229	4	12.5	83.4	バニャルカ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.78	N	17.22	E	153
3229	5	16.7	113.9	バニャルカ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.78	N	17.22	E	153
3229	6	21.2	92.4	バニャルカ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.78	N	17.22	E	153
3229	7	23.1	76.5	バニャルカ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.78	N	17.22	E	153
3229	8	22.6	83.5	バニャルカ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.78	N	17.22	E	153
3229	9	17.3	97.2	バニャルカ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.78	N	17.22	E	153
3229	10	12.3	83.7	バニャルカ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.78	N	17.22	E	153
3229	11	7.9	73.7	バニャルカ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.78	N	17.22	E	153
3229	12	2.6	98.3	バニャルカ_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	44.78	N	17.22	E	153
3230	1	5.8	150.9	モスタル_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.35	N	17.8	E	99
3230	2	7.2	157	モスタル_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.35	N	17.8	E	99
3230	3	10.7	142	モスタル_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.35	N	17.8	E	99
3230	4	14.4	116.1	モスタル_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.35	N	17.8	E	99
3230	5	19.1	98.1	モスタル_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.35	N	17.8	E	99
3230	6	23.5	100.5	モスタル_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.35	N	17.8	E	99
3230	7	26.3	55.4	モスタル_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.35	N	17.8	E	99
3230	8	26.6	53.7	モスタル_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.35	N	17.8	E	99
3230	9	21	139.7	モスタル_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.35	N	17.8	E	99
3230	10	16.1	150.6	モスタル_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.35	N	17.8	E	99
3230	11	10.9	168.5	モスタル_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.35	N	17.8	E	99
3230	12	6.8	165.4	モスタル_ボスニア・ヘルツェゴビナ	ボスニア・ヘルツェゴビナ	43.35	N	17.8	E	99
3231	1	8.9	61.4	エボラ_ポルトガル	ポルトガル	38.53	N	7.9	W	245
3231	2	10	57	エボラ_ポルトガル	ポルトガル	38.53	N	7.9	W	245
3231	3	12.4	59.6	エボラ_ポルトガル	ポルトガル	38.53	N	7.9	W	245
3231	4	14.2	59.4	エボラ_ポルトガル	ポルトガル	38.53	N	7.9	W	245
3231	5	17.7	44.7	エボラ_ポルトガル	ポルトガル	38.53	N	7.9	W	245
3231	6	21.6	10	エボラ_ポルトガル	ポルトガル	38.53	N	7.9	W	245
