no	station	url	continent
06011	トルシャウン - デンマーク・フェロー諸島   緯度：62.02°N   経度：6.76°W   高度：54 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=06011	ヨーロッパ
17234	アイドゥン - トルコ   緯度：37.85°N   経度：27.85°E   高度：55 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17234	ヨーロッパ
17351	アダナ／ADANA-BOLGE    - トルコ   緯度：36.98°N   経度：35.35°E   高度：27 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17351	ヨーロッパ
17350	アダナ／ADANA-INCIRLIK - トルコ   緯度：37.00°N   経度：35.42°E   高度：73 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17350	ヨーロッパ
17069	アダパザル - トルコ   緯度：40.78°N   経度：30.42°E   高度：30 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17069	ヨーロッパ
17265	アドゥヤマン - トルコ   緯度：37.75°N   経度：38.28°E   高度：672 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17265	ヨーロッパ
17190	アフヨン - トルコ   緯度：38.75°N   経度：30.53°E   高度：1034 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17190	ヨーロッパ
17045	アルトウィン - トルコ   緯度：41.18°N   経度：41.82°E   高度：628 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17045	ヨーロッパ
17130	アンカラ - トルコ   緯度：39.95°N   経度：32.88°E   高度：891 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17130	ヨーロッパ
17300	アンタリヤ - トルコ   緯度：36.87°N   経度：30.73°E   高度：51 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17300	ヨーロッパ
17099	アール - トルコ   緯度：39.73°N   経度：43.05°E   高度：1632 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17099	ヨーロッパ
17370	イスケンデルン - トルコ   緯度：36.58°N   経度：36.17°E   高度：4 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17370	ヨーロッパ
17062	イスタンブール - トルコ   緯度：40.90°N   経度：29.15°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17062	ヨーロッパ
17240	イスパルタ - トルコ   緯度：37.75°N   経度：30.55°E   高度：997 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17240	ヨーロッパ
17220	イズミル - トルコ   緯度：38.43°N   経度：27.17°E   高度：25 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17220	ヨーロッパ
17188	ウシャク - トルコ   緯度：38.68°N   経度：29.40°E   高度：919 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17188	ヨーロッパ
17050	エディルネ - トルコ   緯度：41.67°N   経度：26.57°E   高度：51 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17050	ヨーロッパ
17202	エラーズー - トルコ   緯度：38.60°N   経度：39.28°E   高度：902 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17202	ヨーロッパ
17092	エルジンジャン - トルコ   緯度：39.70°N   経度：39.52°E   高度：1153 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17092	ヨーロッパ
17096	エルズルム - トルコ   緯度：39.95°N   経度：41.17°E   高度：1755 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17096	ヨーロッパ
17074	カスタモヌ - トルコ   緯度：41.37°N   経度：33.78°E   高度：800 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17074	ヨーロッパ
17255	カラマンマラシュ - トルコ   緯度：37.60°N   経度：36.93°E   高度：572 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17255	ヨーロッパ
17098	カルス - トルコ   緯度：40.55°N   経度：43.08°E   高度：1794 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17098	ヨーロッパ
17260	ガジアンテプ - トルコ   緯度：37.08°N   経度：37.37°E   高度：705 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17260	ヨーロッパ
17155	キュターヤ - トルコ   緯度：39.42°N   経度：29.97°E   高度：969 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17155	ヨーロッパ
17088	ギュミュシャネ - トルコ   緯度：40.47°N   経度：39.47°E   高度：1219 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17088	ヨーロッパ
17034	ギレスン - トルコ   緯度：40.92°N   経度：38.38°E   高度：37 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17034	ヨーロッパ
17160	クルシェヒル - トルコ   緯度：39.15°N   経度：34.17°E   高度：1000 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17160	ヨーロッパ
17244	コンヤ - トルコ   緯度：37.97°N   経度：32.55°E   高度：1032 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17244	ヨーロッパ
17030	サムスン - トルコ   緯度：41.28°N   経度：36.30°E   高度：4 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17030	ヨーロッパ
17210	シイルト - トルコ   緯度：37.92°N   経度：41.95°E   高度：890 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17210	ヨーロッパ
17026	シノプ - トルコ   緯度：42.03°N   経度：35.17°E   高度：32 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17026	ヨーロッパ
17270	シャンルウルファ - トルコ   緯度：37.13°N   経度：38.77°E   高度：549 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17270	ヨーロッパ
17090	シワス - トルコ   緯度：39.75°N   経度：37.02°E   高度：1285 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17090	ヨーロッパ
17022	ゾングルダク - トルコ   緯度：41.45°N   経度：31.80°E   高度：137 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17022	ヨーロッパ
17112	チャナッカレ - トルコ   緯度：40.13°N   経度：26.40°E   高度：6 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17112	ヨーロッパ
17080	チャンクル - トルコ   緯度：40.60°N   経度：33.62°E   高度：751 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17080	ヨーロッパ
17084	チョルム - トルコ   緯度：40.55°N   経度：34.95°E   高度：776 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17084	ヨーロッパ
17056	テキルダー - トルコ   緯度：40.98°N   経度：27.55°E   高度：3 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17056	ヨーロッパ
17280	ディヤルバクル - トルコ   緯度：37.88°N   経度：40.20°E   高度：687 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17280	ヨーロッパ
17237	デニズリ - トルコ   緯度：37.78°N   経度：29.08°E   高度：425 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17237	ヨーロッパ
17086	トカト - トルコ   緯度：40.30°N   経度：36.57°E   高度：608 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17086	ヨーロッパ
17250	ニーデ - トルコ   緯度：37.97°N   経度：34.68°E   高度：1208 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17250	ヨーロッパ
17193	ネウシェヒル - トルコ   緯度：38.62°N   経度：34.70°E   高度：1260 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17193	ヨーロッパ
17285	ハッカーリ - トルコ   緯度：37.57°N   経度：43.77°E   高度：1728 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17285	ヨーロッパ
17282	バトマン - トルコ   緯度：37.88°N   経度：41.12°E   高度：545 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17282	ヨーロッパ
17150	バルケシル - トルコ   緯度：39.62°N   経度：27.92°E   高度：103 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17150	ヨーロッパ
17203	ビンギョル - トルコ   緯度：38.87°N   経度：40.50°E   高度：1177 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17203	ヨーロッパ
17375	フィニケ - トルコ   緯度：36.30°N   経度：30.15°E   高度：2 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17375	ヨーロッパ
17116	ブルサ - トルコ   緯度：40.18°N   経度：29.07°E   高度：100 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17116	ヨーロッパ
17070	ボル - トルコ   緯度：40.73°N   経度：31.60°E   高度：743 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17070	ヨーロッパ
17199	マラティヤ - トルコ   緯度：38.35°N   経度：38.32°E   高度：948 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17199	ヨーロッパ
17204	ムシュ - トルコ   緯度：38.73°N   経度：41.52°E   高度：1320 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17204	ヨーロッパ
17292	ムーラ - トルコ   緯度：37.22°N   経度：28.37°E   高度：646 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17292	ヨーロッパ
17340	メルシン - トルコ   緯度：36.80°N   経度：34.63°E   高度：3 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17340	ヨーロッパ
17140	ヨズガト - トルコ   緯度：39.82°N   経度：34.80°E   高度：1298 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17140	ヨーロッパ
17040	リゼ - トルコ   緯度：41.03°N   経度：40.52°E   高度：9 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17040	ヨーロッパ
17170	ワン - トルコ   緯度：38.47°N   経度：43.35°E   高度：1671 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=17170	ヨーロッパ
10852	アウクスブルク - ドイツ   緯度：48.42°N   経度：10.94°E   高度：461 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10852	ヨーロッパ
10091	アルコナ - ドイツ   緯度：54.68°N   経度：13.44°E   高度：42 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10091	ヨーロッパ
10291	アンガーミュンデ - ドイツ   緯度：53.03°N   経度：13.99°E   高度：54 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10291	ヨーロッパ
10501	アーヘン - ドイツ   緯度：50.78°N   経度：6.08°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10501	ヨーロッパ
10142	イッツェヘー - ドイツ   緯度：53.99°N   経度：9.57°E   高度：21 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10142	ヨーロッパ
10474	ウィッテンベルク - ドイツ   緯度：51.89°N   経度：12.65°E   高度：105 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10474	ヨーロッパ
10454	ウェルニゲローデ - ドイツ   緯度：51.85°N   経度：10.77°E   高度：234 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10454	ヨーロッパ
10424	ウェルル - ドイツ   緯度：51.58°N   経度：7.89°E   高度：85 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10424	ヨーロッパ
10838	ウルム - ドイツ   緯度：48.38°N   経度：9.95°E   高度：567 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10838	ヨーロッパ
10410	エッセン - ドイツ   緯度：51.41°N   経度：6.97°E   高度：150 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10410	ヨーロッパ
10200	エムデン - ドイツ   緯度：53.39°N   経度：7.23°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10200	ヨーロッパ
10554	エルフルト - ドイツ   緯度：50.99°N   経度：10.96°E   高度：316 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10554	ヨーロッパ
10742	エーリンゲン - ドイツ   緯度：49.21°N   経度：9.52°E   高度：276 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10742	ヨーロッパ
10480	オシャツ - ドイツ   緯度：51.30°N   経度：13.10°E   高度：150 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10480	ヨーロッパ
10948	オーバーストドルフ - ドイツ   緯度：47.40°N   経度：10.28°E   高度：806 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10948	ヨーロッパ
10438	カッセル - ドイツ   緯度：51.28°N   経度：9.43°E   高度：231 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10438	ヨーロッパ
10427	カーラー・アステン山 - ドイツ   緯度：51.18°N   経度：8.49°E   高度：839 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10427	ヨーロッパ
10628	ガイゼンハイム - ドイツ   緯度：49.99°N   経度：7.95°E   高度：110 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10628	ヨーロッパ
10359	ガルデレーゲン - ドイツ   緯度：52.51°N   経度：11.39°E   高度：47 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10359	ヨーロッパ
10963	ガルミッシュパルテンキルヘン - ドイツ   緯度：47.48°N   経度：11.06°E   高度：719 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10963	ヨーロッパ
10267	キューリッツ - ドイツ   緯度：52.94°N   経度：12.41°E   高度：40 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10267	ヨーロッパ
10046	キール - ドイツ   緯度：54.38°N   経度：10.14°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10046	ヨーロッパ
10532	ギーセン - ドイツ   緯度：50.60°N   経度：8.65°E   高度：203 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10532	ヨーロッパ
10131	クックスハーフェン - ドイツ   緯度：53.87°N   経度：8.71°E   高度：5 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10131	ヨーロッパ
10184	グライフスバルト - ドイツ   緯度：54.10°N   経度：13.41°E   高度：2 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10184	ヨーロッパ
10791	グローサー・アルバー山 - ドイツ   緯度：49.11°N   経度：13.14°E   高度：1436 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10791	ヨーロッパ
10577	ケムニッツ - ドイツ   緯度：50.79°N   経度：12.87°E   高度：418 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10577	ヨーロッパ
10513	ケルン・ボン - ドイツ   緯度：50.87°N   経度：7.16°E   高度：92 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10513	ヨーロッパ
10946	ケンプテン - ドイツ   緯度：47.72°N   経度：10.34°E   高度：705 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10946	ヨーロッパ
10444	ゲッティンゲン - ドイツ   緯度：51.50°N   経度：9.95°E   高度：167 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10444	ヨーロッパ
10499	ゲルリッツ - ドイツ   緯度：51.16°N   経度：14.95°E   高度：238 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10499	ヨーロッパ
10365	ゲンティン - ドイツ   緯度：52.39°N   経度：12.16°E   高度：35 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10365	ヨーロッパ
10567	ゲーラ - ドイツ   緯度：50.88°N   経度：12.13°E   高度：311 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10567	ヨーロッパ
10496	コトブス - ドイツ   緯度：51.78°N   経度：14.32°E   高度：69 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10496	ヨーロッパ
10929	コンスタンツ - ドイツ   緯度：47.68°N   経度：9.19°E   高度：442 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10929	ヨーロッパ
10671	コーブルク - ドイツ   緯度：50.31°N   経度：10.97°E   高度：344 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10671	ヨーロッパ
10028	ザンクトペーターオルディング - ドイツ   緯度：54.33°N   経度：8.60°E   高度：5 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10028	ヨーロッパ
10708	ザールブリュッケン - ドイツ   緯度：49.21°N   経度：7.11°E   高度：320 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10708	ヨーロッパ
10738	シュトゥットガルト／STUTTGART-ECHTERDINGEN - ドイツ   緯度：48.69°N   経度：9.23°E   高度：371 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10738	ヨーロッパ
10739	シュトゥットガルト／STUTTGART-SCHNARRENBERG - ドイツ   緯度：48.83°N   経度：9.20°E   高度：314 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10739	ヨーロッパ
10788	シュトラウビング - ドイツ   緯度：48.83°N   経度：12.56°E   高度：350 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10788	ヨーロッパ
10162	シュベリン - ドイツ   緯度：53.64°N   経度：11.39°E   高度：59 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10162	ヨーロッパ
10564	シュライツ - ドイツ   緯度：50.57°N   経度：11.80°E   高度：501 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10564	ヨーロッパ
10035	シュレスビヒ - ドイツ   緯度：54.53°N   経度：9.55°E   高度：43 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10035	ヨーロッパ
10235	ゾルタウ - ドイツ   緯度：52.96°N   経度：9.80°E   高度：76 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10235	ヨーロッパ
10796	ツビーゼル - ドイツ   緯度：49.03°N   経度：13.24°E   高度：615 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10796	ヨーロッパ
10961	ツークシュピッツェ山 - ドイツ   緯度：47.42°N   経度：10.99°E   高度：2964 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10961	ヨーロッパ
10321	ディープホルツ - ドイツ   緯度：52.59°N   経度：8.35°E   高度：39 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10321	ヨーロッパ
10400	デュッセルドルフ - ドイツ   緯度：51.30°N   経度：6.77°E   高度：37 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10400	ヨーロッパ
10609	トリール - ドイツ   緯度：49.75°N   経度：6.66°E   高度：265 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10609	ヨーロッパ
10706	トーライ - ドイツ   緯度：49.47°N   経度：7.04°E   高度：386 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10706	ヨーロッパ
10488	ドレスデン - ドイツ   緯度：51.13°N   経度：13.76°E   高度：227 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10488	ヨーロッパ
10763	ニュルンベルク - ドイツ   緯度：49.50°N   経度：11.06°E   高度：314 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10763	ヨーロッパ
10506	ノイアーブルク - ドイツ   緯度：50.36°N   経度：6.87°E   高度：485 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10506	ヨーロッパ
10557	ノイハウス・アム・レンベーク - ドイツ   緯度：50.50°N   経度：11.14°E   高度：845 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10557	ヨーロッパ
10270	ノイルピン - ドイツ   緯度：52.90°N   経度：12.81°E   高度：38 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10270	ヨーロッパ
10113	ノルダーナイ - ドイツ   緯度：53.71°N   経度：7.15°E   高度：11 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10113	ヨーロッパ
10338	ハノーファー - ドイツ   緯度：52.47°N   経度：9.68°E   高度：55 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10338	ヨーロッパ
10850	ハルブルク - ドイツ   緯度：48.79°N   経度：10.71°E   高度：502 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10850	ヨーロッパ
10466	ハレ／KROELLWITZ - ドイツ   緯度：51.51°N   経度：11.95°E   高度：93 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10466	ヨーロッパ
10147	ハンブルク - ドイツ   緯度：53.63°N   経度：9.99°E   高度：11 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10147	ヨーロッパ
10180	バルト - ドイツ   緯度：54.34°N   経度：12.71°E   高度：3 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10180	ヨーロッパ
10675	バンベルク - ドイツ   緯度：49.88°N   経度：10.92°E   高度：240 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10675	ヨーロッパ
10658	バートキッシンゲン - ドイツ   緯度：50.23°N   経度：10.08°E   高度：282 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10658	ヨーロッパ
10325	バートザルツウフレン - ドイツ   緯度：52.11°N   経度：8.75°E   高度：135 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10325	ヨーロッパ
10542	バートヘルスフェルト - ドイツ   緯度：50.85°N   経度：9.74°E   高度：272 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10542	ヨーロッパ
10526	バートマリエンベルク - ドイツ   緯度：50.66°N   経度：7.96°E   高度：546 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10526	ヨーロッパ
10655	ビュルツブルク - ドイツ   緯度：49.77°N   経度：9.96°E   高度：268 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10655	ヨーロッパ
10578	フィシュテルベルク - ドイツ   緯度：50.43°N   経度：12.95°E   高度：1213 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10578	ヨーロッパ
10908	フェルトベルク山 - ドイツ   緯度：47.88°N   経度：8.01°E   高度：1490 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10908	ヨーロッパ
10803	フライブルク - ドイツ   緯度：48.02°N   経度：7.84°E   高度：236 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10803	ヨーロッパ
10637	フランクフルト - ドイツ   緯度：50.05°N   経度：8.60°E   高度：112 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10637	ヨーロッパ
10815	フロイデンシュタット - ドイツ   緯度：48.46°N   経度：8.41°E   高度：796 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10815	ヨーロッパ
10348	ブラウンシュバイク - ドイツ   緯度：52.29°N   経度：10.45°E   高度：81 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10348	ヨーロッパ
10139	ブレマーフェルデ - ドイツ   緯度：53.45°N   経度：9.14°E   高度：10 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10139	ヨーロッパ
10129	ブレーマーハーフェン - ドイツ   緯度：53.53°N   経度：8.58°E   高度：7 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10129	ヨーロッパ
10224	ブレーメン - ドイツ   緯度：53.05°N   経度：8.80°E   高度：4 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10224	ヨーロッパ
10453	ブロッケン山 - ドイツ   緯度：51.80°N   経度：10.62°E   高度：1142 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10453	ヨーロッパ
10569	プラウエン - ドイツ   緯度：50.48°N   経度：12.13°E   高度：386 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10569	ヨーロッパ
10015	ヘルゴラント - ドイツ   緯度：54.17°N   経度：7.89°E   高度：4 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=10015	ヨーロッパ
